well_code,well_id,date,wse_m,x_proj,y_proj,row,col,primary_layer,screen_fraction,top_prf_m,bot_prf_m,well_depth_m
SCT_187,SCT_187,2021-12-06,815.52288,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_187,SCT_187,2021-12-13,815.5198320000001,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_187,SCT_187,2021-12-25,815.556408,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_187,SCT_187,2021-12-31,815.577744,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_187,SCT_187,2022-01-08,815.6539440000001,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_187,SCT_187,2022-01-15,815.7423360000001,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_187,SCT_187,2022-01-18,815.75148,507484.8502495093,4608873.525683737,64,75,1.0,,,,15.8496
SCT_190,SCT_190,2024-04-20,835.152,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-04-25,835.267824,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-05-04,835.13676,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-05-05,835.1428559999999,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-05-18,835.036176,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-05-19,834.981312,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-05-27,834.914256,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-06-02,834.853296,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-06-10,834.8593920000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-06-16,834.4692480000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-06-25,834.2284559999999,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-07-06,834.149208,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-07-07,834.076056,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-07-17,833.90232,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-07-22,833.8596480000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-07-28,833.8261200000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-08-04,833.7042,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-08-17,833.628,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-08-24,833.6981040000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-08-25,833.716392,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-09-02,833.7255360000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-09-13,833.752968,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-09-21,833.798688,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_190,SCT_190,2024-09-24,833.8566000000001,512695.0957069844,4596842.165243038,184,127,0.0,,,,
SCT_192,SCT_192,2020-03-12,846.636864,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-03-18,846.6734400000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-03-25,846.664296,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-03-30,846.64296,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-04-06,846.5911440000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-04-13,846.6277200000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-04-24,846.7618320000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-04-30,846.9630000000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-05-04,846.9630000000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-05-11,846.880704,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-05-18,847.030056,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-05-30,846.9843360000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-05-31,847.0422480000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-06-08,846.8715599999999,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-06-15,846.7801200000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-06-22,846.664296,512109.0174129893,4588504.500767433,268,121,0.0,,,,
SCT_192,SCT_192,2020-06-29,846.5149440000001,512109.0174129893,4588504.500767433,268,121,0.0,,,,
