SWBM_id	subws_ID	SWBM_LU	SWBM_IRR	MF_Area_m2	WATERSOURC	AWCcmprcm	Initial_fill_fraction	max_infil_rate	runoff_ISEG	WL_2_CP_Yr	ILR_Flag
676	1	1	2	25947.64251	2	0.388143112	0.71444009	0	22	0	FALSE
677	3	1	2	46024.11078	2	0.392983974	0.717955486	0.331317749	22	0	FALSE
678	1	1	2	242750.5904	2	0.228707786	0.397472257	0.938435806	22	1996	TRUE
679	6	1	2	67979.19813	2	0.188118718	0.410804416	0	22	0	FALSE
680	1	1	2	226325.8935	2	0.219215392	0.49439959	0	22	0	TRUE
681	1	1	2	16603.37905	2	0.2	0.445825	1.1016	22	0	FALSE
682	8	1	1	470544.536	3	0.275885152	0.809576008	4.918192091	22	0	FALSE
683	1	1	2	30133.13112	5	0.34	0	0.314496	22	0	FALSE
684	1	1	999	54221.4932	5	0.195413796	0	1.508558483	22	0	FALSE
685	1	1	2	65192.43704	3	0.193761656	0.427974253	2.093542381	22	0	FALSE
686	1	1	999	30245.29788	2	0.2	0.445825	1.1016	22	0	FALSE
687	5	1	2	67738.86743	3	0.196692878	0.436492673	1.523658599	22	0	FALSE
688	6	1	2	364316.2494	2	0.19377961	0.428012008	0	22	2015	FALSE
689	1	1	2	112089.418	2	0.34	0.674	0.314496	22	0	TRUE
690	1	1	2	204808.6108	2	0.2	0.445825	1.1016	22	0	TRUE
691	1	1	999	21826.60901	999	0.22	0.496204545	0.379296	22	0	FALSE
692	6	1	2	37408.32623	2	0.310609708	0.643154399	3.883817652	22	0	FALSE
693	5	1	2	31620.93236	4	0.2	0	0.616896	22	0	FALSE
694	5	1	2	38001.98377	4	0.2	0	0.616896	22	0	FALSE
695	5	1	2	8207.103341	4	0.2	0	0.616896	22	0	FALSE
696	5	1	2	60664.5686	4	0.393322074	0	0.335219797	22	0	FALSE
697	5	1	2	93370.16265	4	0.394504396	0	0.331754807	22	0	FALSE
698	3	1	2	110949.3716	4	0.38	0	0.31104	22	0	FALSE
699	3	1	2	22121.14451	4	0.38	0	0.31104	22	0	FALSE
700	4	1	1	148866.8557	4	0.291877504	0	2.099608095	22	0	FALSE
701	4	1	999	135937.7534	4	0.271600484	0	0	22	0	FALSE
702	4	1	2	177185.7681	4	0.300738118	0	2.135703113	22	0	FALSE
703	4	1	1	15688.53828	4	0.210808946	0	0	22	0	FALSE
704	4	1	2	489.5997246	4	0.34	0	0.314496	22	2008	FALSE
705	5	1	2	1657.767678	4	0.39525731	0	0.287952511	22	0	FALSE
706	5	1	2	686.0084084	4	0.44	0	0.266976	22	0	FALSE
707	5	1	2	1218.745078	4	0.44	0	0.266976	22	0	FALSE
708	5	1	2	163.8979708	4	0.410186392	0	0.316425848	22	0	FALSE
709	5	1	2	904.4662536	4	0.44	0	0.266976	22	0	FALSE
710	5	1	2	410.5758734	4	0.44	0	0.266976	22	0	FALSE
711	1	4	1	19987.28103	1	0	0	0.954168423	22	0	FALSE
712	1	4	555	567403.0937	999	0	0	0	22	0	FALSE
713	1	4	1	62148.81647	1	0	0	1.112346095	22	0	FALSE
714	1	4	555	3163700.008	999	0	0	0	22	0	FALSE
715	1	4	555	464248.2783	999	0	0	0	22	0	FALSE
716	1	4	555	110910.4145	999	0.22	0	0	22	0	FALSE
717	1	4	555	34442.26861	999	0	0	0	22	0	FALSE
718	1	4	555	24779.715	999	0	0	0	22	0	FALSE
719	1	4	555	13926.74646	999	0	0	0.08158524	22	0	FALSE
720	1	4	555	97619.79975	3	0	0	0	22	0	FALSE
721	1	4	555	132605.7589	999	0.22	0	0	22	0	FALSE
722	1	4	555	255672.8597	3	0.22	0	1.166970826	22	0	FALSE
723	1	4	555	13618.30493	999	0	0	0	22	0	FALSE
724	1	4	555	16440.80805	999	0.2	0	0.392934912	22	0	FALSE
725	1	4	555	4034.558626	999	0.22	0	0.392646219	22	0	FALSE
726	1	4	555	2718.951928	999	0.22	0	0.379296	22	0	FALSE
727	1	4	555	588836.377	999	0	0	0	22	0	FALSE
728	1	4	555	9331.313356	999	0.24	0	0.158976	22	0	FALSE
729	1	4	555	229078.0384	999	0.3	0	0	22	0	FALSE
730	1	4	555	568060.7489	999	0.22	0	0	22	0	FALSE
731	1	4	555	13200.18996	999	0.2	0	0	22	0	FALSE
732	1	4	555	136972.43	999	0	0	0	22	0	FALSE
733	1	4	555	143603.6875	999	0	0	0	22	0	FALSE
734	1	4	555	440210.4115	999	0	0	0	22	0	FALSE
735	1	4	555	5774.508484	999	0.4	0	0.333504	22	0	FALSE
736	1	4	555	18296.76725	999	0	0	0	22	0	FALSE
737	1	4	555	155499.8941	999	0	0	0	22	0	FALSE
738	1	4	555	22.65242933	999	0	0	0.158976	22	0	FALSE
739	1	4	555	686.6941612	999	0.4	0	0.333504	22	0	FALSE
740	1	4	555	15237.89046	999	0.12580874	0	10.08447926	22	0	FALSE
741	1	4	555	978.13343	999	0.4	0	0.333504	22	0	FALSE
742	1	4	555	55675.2039	999	0.331640608	0	0	22	0	FALSE
743	1	4	555	2397.914586	999	0.20189265	0	0	22	0	FALSE
744	1	4	555	29474.06282	999	0.368425542	0	0	22	0	FALSE
745	1	4	555	6537.620051	999	0.4	0	0.333504	22	0	FALSE
746	1	4	555	14331.00705	999	0	0	0	22	0	FALSE
747	1	1	2	652.7771988	999	0.2	0.311	0.616896	22	2006	FALSE
748	1	4	555	4442.94585	999	0.313228154	0	0.352625967	22	0	FALSE
749	1	4	555	5576.702267	999	0.21302978	0	0	3	0	FALSE
750	1	4	555	8174.133308	999	0.212413656	0	0.377363413	3	0	FALSE
751	1	4	555	479.1926206	999	0	0	0	3	0	FALSE
752	1	4	555	13918.79591	999	0.4	0	0.333504	3	0	FALSE
753	1	4	555	303576.186	999	0.063058912	0	0	3	0	FALSE
754	1	4	555	122279.1519	999	0.17513762	0	4.857951561	3	0	FALSE
755	1	4	555	3230.443392	999	0.2	0	1.1016	3	0	FALSE
756	1	4	555	766251.5136	999	0.20152204	0	0	3	0	FALSE
757	1	4	555	379560.7197	999	0.162892882	0	0	3	0	FALSE
758	8	4	555	50396.24145	999	0.048058642	0	0	3	0	FALSE
759	1	4	555	551.6097458	999	0.4	0	0.333504	3	0	FALSE
760	1	4	555	74.38756997	999	0.2	0	1.098663636	3	0	FALSE
761	1	4	555	721.8719224	999	0.2	0	1.090558175	3	0	FALSE
762	1	4	555	1179.185481	999	0.2	0	1.1016	3	0	FALSE
763	1	4	555	2853.689246	999	0.2	0	0.766771229	3	0	FALSE
764	1	4	555	94.3641775	999	0.2	0	0.616896	3	0	FALSE
765	1	4	555	3695.263099	999	0.2	0	0.664514561	3	0	FALSE
766	1	4	555	1038.753222	999	0.2	0	0.438912	3	0	FALSE
767	1	4	555	286185.1794	999	0.195554772	0	0	3	0	FALSE
768	1	4	555	82502.0672	999	0.277683556	0	0	3	0	FALSE
769	8	4	555	328.4054403	999	0.290065146	0	0.333504	3	0	FALSE
770	8	4	555	68743.04926	999	0.231003996	0	0.508048133	3	0	FALSE
771	1	4	555	360.3305986	999	0.18	0	0.11232	3	0	FALSE
772	1	4	555	9744.023473	999	0.24116515	0	0.236451764	3	0	FALSE
773	8	4	555	63211.06338	999	0.228417188	0	0.31104	3	0	FALSE
774	6	4	555	10860.17388	999	0.34	0	0.314496	29	0	FALSE
775	6	4	555	2110.493561	999	0.2	0	1.1016	29	0	FALSE
776	6	4	555	74537.99896	999	0.185720872	0	9.063575927	29	0	FALSE
777	6	4	555	16864.76786	5	0.34	0	0.314496	29	0	FALSE
778	6	4	555	24071.23328	5	0.329281936	0	0	29	0	FALSE
779	6	4	555	217.4506084	999	0.059338608	0	9.460665802	3	0	FALSE
780	6	4	555	1266.175068	999	0.12366159	0	1.1016	29	0	FALSE
781	6	4	555	2800.000839	999	0.287321836	0	1.1016	3	0	FALSE
782	6	4	555	21554.70237	999	0.33532327	0	0.31104	3	0	FALSE
783	6	4	555	43449.9102	999	0.283019196	0	9.391263969	3	0	FALSE
784	6	4	555	5152.351364	999	0.12849589	0	9.995702633	3	0	FALSE
785	6	4	555	176708.378	999	0.20481001	0	1.087724656	3	0	FALSE
786	6	4	555	25768.70388	999	0.23688695	0	0.934847617	3	0	FALSE
787	6	4	555	278.6616497	999	0.2	0	1.068020895	3	0	FALSE
788	6	4	555	5771.5546	999	0.31985144	0	1.1016	3	0	FALSE
789	6	4	555	416058.4292	999	0.180884782	0	0	3	0	FALSE
790	1	4	555	252585.6592	999	0.2	0	0.746004142	3	0	FALSE
791	1	4	555	195077.299	999	0.123545222	0	0	3	0	FALSE
792	6	4	555	465742.04	999	0.117703586	0	0	3	0	FALSE
793	6	4	555	7576.377797	999	0.2	0	0.617243386	3	0	FALSE
794	6	4	555	72196.35552	999	0.139050996	0	0	3	0	FALSE
795	6	4	555	1022.633574	999	0.2	0	0.616896	3	0	FALSE
796	1	4	555	21563.35501	999	0.197281278	0	0	3	0	FALSE
797	6	4	555	83241.21943	999	0.190751432	0	0	3	0	FALSE
798	6	4	555	1941.687468	999	0.139461942	0	8.703479735	3	0	FALSE
799	6	4	555	13304.35512	999	0.267953158	0	0.516486721	3	0	FALSE
800	6	4	555	13003.13755	999	0.196354618	0	1.008080905	3	0	FALSE
801	6	4	555	7217.103308	999	0.170489434	0	6.428315361	3	0	FALSE
802	5	4	555	444945.236	999	0.160004902	0	0	25	0	FALSE
803	5	4	555	3591.28327	999	0.2	0	0.779875721	25	0	FALSE
804	5	4	555	17.71435871	999	0.2	0	0.616896	25	0	FALSE
805	5	4	555	10715.91724	999	0.2	0	0.616896	25	0	FALSE
806	5	4	555	599.4955009	999	0.2	0	0.616896	25	0	FALSE
807	5	4	555	73158.0926	999	0.2	0	0.616896	25	0	FALSE
808	5	4	555	1894.573173	999	0.2	0	0.616896	25	0	FALSE
809	5	4	555	67552.71311	999	0.209826942	0	0.586464798	25	0	FALSE
810	5	4	555	2046.559799	999	0.2	0	0.616896	3	0	FALSE
811	5	4	555	2511.439549	999	0.2	0	0.616896	3	0	FALSE
812	5	4	555	32565.22741	999	0.202186742	0	0.611727604	3	0	FALSE
813	5	4	555	639.0781418	999	0	0	0	3	0	FALSE
814	1	4	555	406429.7361	999	0.065837136	0	0	3	0	FALSE
815	5	4	555	63643.19846	999	0.146704142	0	0.850588665	3	0	FALSE
816	5	4	555	3882.276143	999	0.022419176	0	0	3	0	FALSE
817	5	4	555	707618.4405	999	0.219614186	0	0.688010063	3	0	FALSE
818	5	4	555	101.5311968	999	0.2	0	0.616896	3	0	FALSE
819	5	4	555	8681.577702	999	0.2	0	0.616896	3	0	FALSE
820	5	4	555	67939.35981	999	0.162478622	0	0	3	0	FALSE
821	5	4	555	3833.327302	999	0.2	0	0.616896	3	0	FALSE
822	5	4	555	1896.678588	999	0.2	0	0.616896	3	0	FALSE
823	5	4	555	238253.389	999	0.19971232	0	0	25	0	FALSE
824	5	4	555	62402.72195	999	0.201268686	0	0.615831848	25	0	FALSE
825	5	4	555	186574.7354	999	0.209882402	0	0.589446493	25	0	FALSE
826	5	4	555	10721.72715	999	0.2	0	0.616896	25	0	FALSE
827	8	4	555	8492.244747	999	0.4	0	0.333504	25	0	FALSE
828	5	4	555	167675.6223	999	0.19956771	0	1.152606466	3	0	FALSE
829	4	4	555	2151993.465	999	0.127519526	0	0	3	0	FALSE
830	5	4	555	6585980.957	999	0.133589028	0	0	3	0	FALSE
831	7	4	555	647397.7379	999	0.182713166	0	0	3	0	FALSE
832	7	4	555	120.1204313	999	0.2	0	0.616896	3	0	FALSE
833	1	4	555	14861.34264	999	0.196300218	0	0.677244082	3	0	FALSE
834	1	4	555	1690.861176	999	0.220709256	0	0.56898283	3	0	FALSE
835	7	4	555	4365600.217	999	0.157426526	0	0	3	0	FALSE
836	8	4	555	5299222.05	999	0.156703396	0	0	3	0	FALSE
837	5	4	555	40.86631175	999	0.38	0	0.31104	3	0	FALSE
838	5	4	555	166.3426548	999	0.2	0	0.616896	3	0	FALSE
839	5	4	555	167022.804	999	0.30492218	0	0.432702565	3	0	FALSE
840	5	4	555	112490.7642	999	0.053143164	0	0	3	0	FALSE
841	5	4	555	322.1729545	999	0.2	0	1.1016	3	0	FALSE
842	1	4	555	12478.24192	999	0.184378616	0	0.708799276	3	0	FALSE
843	1	4	555	7908.982597	999	0.198831992	0	0.906897817	3	0	FALSE
844	1	4	555	196699.2925	999	0.2	0	1.095675064	3	0	FALSE
845	1	4	555	942.9761453	999	0.2	0	1.1016	3	0	FALSE
846	1	4	555	12.40134574	999	0.2	0	1.1016	3	0	FALSE
847	1	4	555	246.4719659	999	0.2	0	0.616896	3	0	FALSE
848	1	4	555	0.089991009	999	0.2	0	0.616896	3	0	FALSE
849	1	4	555	238.8492157	999	0.4	0	0.333504	3	0	FALSE
850	5	4	555	163552.0811	999	0.22701308	0	0	3	0	FALSE
851	1	4	555	218608.6425	999	0.027717362	0	0	3	0	FALSE
852	4	4	555	146769.83	999	0.168585242	0	0	3	0	FALSE
853	5	4	555	706101.0774	999	0.177227952	0	0	3	0	FALSE
854	1	4	555	17755.1465	999	0.170727818	0	0	3	0	FALSE
855	7	4	555	50518.65643	999	0.184084584	0	1.122996228	3	0	FALSE
856	8	4	555	70230.74735	999	0.170081682	0	0	3	0	FALSE
857	8	4	555	251475.6134	999	0.239148218	0	1.239057576	3	0	FALSE
858	5	4	555	37953.32423	999	0.201152832	0	0.612652697	3	0	FALSE
859	5	4	555	60.18216912	999	0.2	0	0.616896	3	0	FALSE
860	5	4	555	3079.975685	999	0.2	0	0.616896	25	0	FALSE
861	4	4	555	55273.16085	999	0.129881632	0	9.659261618	3	0	FALSE
862	5	4	555	140671.6265	999	0.186281454	0	2.751714368	3	0	FALSE
863	4	4	555	395324.2031	999	0.129947794	0	0	3	0	FALSE
864	4	4	555	41615.3215	999	0.141234954	0	8.22682161	3	0	FALSE
865	5	4	555	190359.0759	999	0.141960004	0	10.17858151	3	0	FALSE
866	5	4	555	50908.18572	999	0.1615155	0	5.734694496	3	0	FALSE
867	5	4	555	97100.13628	1	0.248803404	0	0.911861568	3	0	FALSE
868	5	4	555	35502.6182	999	0.2	0	1.1016	3	0	FALSE
869	6	4	555	96026.07874	5	0.30646836	0	0.566659321	25	0	FALSE
870	6	4	555	1740.25171	999	0.2	0	1.1016	25	0	FALSE
871	6	4	555	701.8215039	999	0.2	0	1.1016	3	0	FALSE
872	6	4	555	2764.050247	5	0.34	0	0.314496	3	0	FALSE
873	1	1	555	18202.48269	999	0.2	0	1.1016	3	1996	FALSE
874	6	4	555	36705.36572	999	0.223933058	0	5.298432231	3	0	FALSE
875	1	4	555	1177822.982	999	0.18544679	0	1.038488624	25	0	FALSE
876	1	4	555	486803.4149	999	0.17967757	0	1.096833618	25	0	FALSE
877	1	4	555	455340.1888	999	0.203602628	0	1.089828893	25	0	FALSE
878	1	4	555	52505.96081	999	0.182057802	0	0.725290447	25	0	FALSE
879	1	4	555	964109.8369	999	0.238481718	0	1.030741181	25	0	FALSE
880	1	4	555	9189.06092	999	0.2	0	1.1016	25	0	FALSE
881	1	4	555	232.1257105	999	0.2	0	0.438912	3	0	FALSE
882	1	4	555	5099.077988	999	0.4	0	0.364608	3	0	FALSE
883	6	4	555	149324.7385	999	0.350334122	0	0	3	0	FALSE
884	6	4	555	27109.60729	999	0.278196634	0	3.82558977	3	0	FALSE
885	1	4	555	38334.99485	999	0.2	0	1.097730585	3	0	FALSE
886	1	4	555	3029.308426	999	0.2	0	1.1016	25	0	FALSE
887	1	4	555	1736.680202	999	0.2	0	1.1016	3	0	FALSE
888	1	4	555	29281.72296	999	0.24262131	0	0.833662381	19	0	FALSE
889	6	4	555	393.9078287	999	0.2	0	0.616896	3	0	FALSE
890	6	4	555	38.43260355	999	0.2	0	1.1016	19	0	FALSE
891	6	4	555	49069.7444	999	0.2219244	0	0.511558098	3	0	FALSE
892	6	4	555	16015.83984	999	0.2	0	1.1016	3	0	FALSE
893	6	4	555	46123.52689	999	0.207909528	0	0.88956959	3	0	FALSE
894	6	4	555	508.3478351	999	0.4	0	0.364608	3	0	FALSE
895	1	4	555	113.0893098	999	0.2	0	1.1016	3	0	FALSE
896	1	4	555	659.0505293	999	0.18835378	0	0.788747153	3	0	FALSE
897	1	4	555	199.7580835	999	0.112443702	0	1.1016	3	0	FALSE
898	1	4	555	146539.793	999	0.125108726	0	0.805292222	3	0	FALSE
899	1	4	555	105502.6516	999	0.201992056	0	1.019407973	3	0	FALSE
900	6	4	555	26817.16567	999	0.195314576	0	0.20145861	22	0	FALSE
901	5	4	555	5409.926138	999	0.415568706	0	0.307362158	3	0	FALSE
902	1	4	555	8776.882545	999	0.42214991	0	0	22	0	FALSE
903	5	4	555	184912.9414	999	0.179607318	0	0	3	0	FALSE
904	1	4	555	12759.0008	999	0.02028921	0	0	22	0	FALSE
905	1	4	555	167339.5582	999	0.040507056	0	0	3	0	FALSE
906	5	4	555	40088.90966	999	0.2	0	1.100236034	25	0	FALSE
907	5	4	555	32229.36418	999	0.2	0	0.637639529	22	0	FALSE
908	5	4	555	6245.784356	999	0.2	0	0.616896	22	0	FALSE
909	5	4	555	52103.41648	999	0.199466236	0	0	25	0	FALSE
910	5	4	555	17144.85372	999	0.124026584	0	0	22	0	FALSE
911	1	4	555	101730.7621	999	0.107729878	0	0	22	0	FALSE
912	1	4	555	181619.3506	999	0.07330312	0	0	22	0	FALSE
913	6	4	555	1166.695501	999	0.17088171	0	10.11368509	22	0	FALSE
914	1	4	555	1262.170261	999	0.2	0	1.1016	3	0	FALSE
915	1	4	555	617.8802893	999	0.2	0	1.1016	3	0	FALSE
916	6	4	555	952.6191274	999	0.2	0	1.1016	22	0	FALSE
917	1	4	555	362.5665329	999	0.2	0	1.1016	22	0	FALSE
918	6	4	555	139040.1496	999	0.187573714	0	0	22	0	FALSE
919	1	4	555	4311.877329	999	0.2	0	1.083138227	22	0	FALSE
920	1	4	555	14052.28107	999	0.204406104	0	0.661391181	3	0	FALSE
921	1	4	555	31668.91525	999	0.193506004	0	0.826499751	3	0	FALSE
922	6	4	555	317.6449687	999	0.199790352	0	1.1016	25	0	FALSE
923	1	1	555	56616.51535	999	0.242810554	0	0.863463825	3	1996	FALSE
924	1	4	555	110.1227332	999	0.2	0	1.1016	25	0	FALSE
925	6	4	555	36891.53391	999	0.322254436	0	0.314964364	22	0	FALSE
926	6	4	555	781.7377689	999	0.21562847	0	0.378295614	3	0	FALSE
927	6	4	555	452.1699242	999	0.242727058	0	0.31104	3	0	FALSE
928	1	4	555	485934.7785	999	0.20327946	0	0	25	0	FALSE
929	1	4	555	428515.5857	999	0.321185856	0	0	3	0	FALSE
930	5	4	555	5634.146009	999	0.337456344	0	0.333112121	3	0	FALSE
931	5	1	555	179122.2084	999	0.24441009	0	0.856875461	25	2001	FALSE
932	1	4	555	1572.222708	999	0.44	0	0.266976	3	0	FALSE
933	5	4	555	1854.124813	999	0.2	0	0.616896	3	0	FALSE
934	5	4	555	2567.705538	999	0.2	0	1.08813805	3	0	FALSE
935	5	4	555	9386.413984	999	0.2	0	0.660574781	3	0	FALSE
936	4	4	555	14507.5903	999	0.34	0	0.314496	25	0	FALSE
937	1	4	555	59493.49439	999	0.398318528	0	0.33294926	3	0	FALSE
938	5	4	555	44684.46902	999	0.4	0	0.333504	3	0	FALSE
939	1	4	555	2019.699119	999	0.064158582	0	1.241502804	25	0	FALSE
940	5	4	555	2642.490743	999	0.318862316	0	0.351477425	25	0	FALSE
941	3	4	555	938755.2211	999	0.351003816	0	1.483077472	3	0	FALSE
942	4	4	555	507943.2245	999	0.16508539	0	0	3	0	FALSE
943	3	4	555	514.8850113	999	0.12	0	10.901088	3	0	FALSE
944	3	4	555	1633.536952	999	0.181653102	0	9.885837212	25	0	FALSE
945	3	4	555	441419.3902	999	0.087380064	0	0	3	0	FALSE
946	3	4	555	210.2746164	999	0.12	0	10.901088	3	0	FALSE
947	3	4	555	563617.8834	999	0.107394334	0	0	25	0	FALSE
948	3	4	555	7787.6647	999	0.367260954	0	0.31104	25	0	FALSE
949	3	4	555	171581.9551	999	0.185567248	0	1.095933166	25	0	FALSE
950	2	4	555	83627.74717	999	0.169065824	0	0	25	0	FALSE
951	3	4	555	461310.3052	999	0.155981628	0	0	25	0	FALSE
952	4	4	555	56619.90775	999	0.140692156	0	3.166290831	3	0	FALSE
953	1	4	555	1800.19908	999	0.215370588	0	0.379296	3	0	FALSE
954	3	4	555	217.4135284	999	0.18374644	0	3.646558557	25	0	FALSE
955	3	4	555	752.713818	999	0.12	0	10.901088	25	0	FALSE
956	3	4	555	123.9095271	999	0.2	0	0.616896	25	0	FALSE
957	2	4	555	45154.66741	999	0.131638114	0	0	25	0	FALSE
958	3	4	555	93845.83171	999	0.08371716	0	0	25	0	FALSE
959	3	4	555	194661.7238	999	0.207300566	0	2.348978115	25	0	FALSE
960	4	4	555	36908.46259	999	0.398905972	0	0.333160514	25	0	FALSE
961	4	4	555	29967.37374	999	0.273971244	0	0	25	0	FALSE
962	4	4	555	23767.65693	999	0.306347144	0	1.951733559	25	0	FALSE
963	4	4	555	17510.57811	999	0.28	0	2.4192	25	0	FALSE
964	4	4	555	1781.185796	999	0.279601412	0	0	25	0	FALSE
965	3	4	555	39607.71074	999	0.388903236	0	0.321146939	25	0	FALSE
966	3	4	555	179.3673772	999	0.4	0	0.333504	25	0	FALSE
967	3	4	555	35381.44538	999	0.309791318	0	3.47675284	25	0	FALSE
968	3	4	555	862.4415796	999	0.4	0	0.333504	25	0	FALSE
969	3	4	555	419093.5898	999	0.275925826	0	4.465553446	25	0	FALSE
970	4	4	555	31621.56961	999	0.352456206	0	0.316873278	25	0	FALSE
971	3	4	555	49089.78701	999	0.264468262	0	0.407371456	25	0	FALSE
972	3	4	555	2240.43762	999	0.4	0	0.333504	25	0	FALSE
973	3	4	555	11506.06564	999	0.4	0	0.333504	25	0	FALSE
974	3	4	555	245.8490351	999	0.4	0	0.333504	25	0	FALSE
975	3	4	555	282.0952777	999	0.38	0	0.31104	25	0	FALSE
976	3	4	555	224.6201436	999	0.38	0	0.31104	25	0	FALSE
977	3	4	555	14948.56057	999	0.396153108	0	0.329374456	25	0	FALSE
978	3	4	555	19572.98219	999	0.38300437	0	0.314561161	25	0	FALSE
979	3	4	555	180.232195	999	0.4	0	0.333504	25	0	FALSE
980	3	4	555	62781.66262	999	0.122767174	0	10.81242889	25	0	FALSE
981	3	4	555	9068.498444	999	0.4	0	0.333504	25	0	FALSE
982	3	4	555	209.1113217	999	0.12	0	10.901088	25	0	FALSE
983	3	4	555	1893.260782	999	0.12	0	10.901088	25	0	FALSE
984	3	4	555	26789.07865	999	0.17618438	0	8.731528414	25	0	FALSE
985	3	4	555	1933.661387	999	0.266301092	0	0.31104	25	0	FALSE
986	4	4	555	15877.27568	999	0.359239008	0	1.029265279	3	0	FALSE
987	4	4	555	2107.80419	999	0.4	0	0.333504	3	0	FALSE
988	3	4	555	4.541775163	999	0.4	0	0.333504	3	0	FALSE
989	4	4	555	85658.4658	999	0.224826416	0	0	3	0	FALSE
990	3	4	555	1795.822956	999	0.12	0	10.901088	3	0	FALSE
991	3	4	555	2085.540201	999	0.345976282	0	2.680190778	3	0	FALSE
992	3	4	555	16518.61596	999	0.246618178	0	3.901427765	3	0	FALSE
993	3	4	555	7865.252747	3	0.4	0	0.333504	3	0	FALSE
994	3	4	555	2448.689998	999	0.4	0	0.333504	3	0	FALSE
995	3	4	555	132672.2746	999	0.258762744	0	0.377168195	3	0	FALSE
996	4	4	555	283.4389647	999	0.34	0	0.314496	3	0	FALSE
997	4	4	555	85178.14684	999	0.326865366	0	0.372044411	3	0	FALSE
998	1	4	555	1937.859659	999	0.34	0	0.314496	3	0	FALSE
999	1	4	555	12129.69434	999	0.20875506	0	1.05713351	3	0	FALSE
1000	1	4	555	2683.220425	999	0.308152846	0	0.250333184	3	0	FALSE
1001	1	4	555	2013.098037	999	0.221872348	0	0.37857408	3	0	FALSE
1002	1	4	555	1683.401329	999	0.221652816	0	0.378748696	3	0	FALSE
1003	1	4	555	4321.967355	999	0.22	0	0.379296	3	0	FALSE
1004	1	4	555	42917.3766	999	0.201316944	0	7.827030323	3	0	FALSE
1005	1	4	555	10925.55844	999	0.183056578	0	0	3	0	FALSE
1006	1	4	555	58989.93142	999	0.177209602	0	0.855287888	3	0	FALSE
1007	1	4	555	4138.108578	999	0.2	0	1.1016	3	0	FALSE
1008	1	4	555	1491.643861	999	0.2	0	1.1016	3	0	FALSE
1009	1	4	555	477.5901783	999	0.2	0	1.1016	3	0	FALSE
1010	1	4	555	3002.926199	999	0	0	2.4192	3	0	FALSE
1011	1	4	555	4087.381127	999	0.328043936	0	0.322428047	3	0	FALSE
1012	1	4	555	1222.811201	999	0.076135996	0	1.940695288	3	0	FALSE
1013	1	4	555	5972.214059	999	0	0	2.4192	3	0	FALSE
1014	3	4	555	787799.8849	999	0.09273581	0	0	3	0	FALSE
1015	1	4	555	1805437.079	999	0.1959983	0	0	3	0	FALSE
1016	1	4	555	891.1033278	999	0.195696894	0	0.700510301	3	0	FALSE
1017	1	4	555	583.1204899	999	0	0	0	3	0	FALSE
1018	1	4	555	1246.022703	999	0.2	0	1.1016	3	0	FALSE
1019	1	4	555	4556.108402	999	0.2	0	1.1016	3	0	FALSE
1020	3	4	555	206782.9253	999	0.140081488	0	9.653663711	3	0	FALSE
1021	3	4	555	7717.891055	999	0.276147438	0	0.400399507	19	0	FALSE
1022	3	4	555	1758.932755	999	0.4	0	0.364608	3	0	FALSE
1023	3	4	555	16129.50117	999	0.270968512	0	0	3	0	FALSE
1024	1	4	555	171.6095452	999	0.258291642	0	0.372407011	3	0	FALSE
1025	1	4	555	43468.06603	999	0.277715302	0	0	3	0	FALSE
1026	1	4	555	357.6955628	999	0.28	0	0.364608	3	0	FALSE
1027	1	4	555	3267.905151	999	0.317196748	0	0.365505117	19	0	FALSE
1028	1	4	555	177.4484484	999	0.28	0	0.364608	19	0	FALSE
1029	2	4	555	22619.4933	999	0.199190554	0	1.640191824	3	0	FALSE
1030	3	4	555	81183.87988	999	0.16139284	0	0	3	0	FALSE
1031	1	4	555	182469.8485	999	0.139242436	0	0	19	0	FALSE
1032	2	4	555	842925.0276	999	0.149217348	0	0	3	0	FALSE
1033	1	4	555	128086.6403	999	0.217542168	0	0	3	0	FALSE
1034	1	4	555	9005.350688	999	0.257112242	0	0.652679153	3	0	FALSE
1035	1	4	555	1021.930418	999	0.260692182	0	0.18057132	3	0	FALSE
1036	1	4	555	12094.97223	999	0.15791456	0	0	3	0	FALSE
1037	2	4	555	30771.90776	999	0.198164918	0	0.84785588	3	0	FALSE
1038	3	4	555	61327.36262	999	0.214659636	0	0	3	0	FALSE
1039	3	4	555	12755.35469	999	0.20028565	0	0	3	0	FALSE
1040	1	4	555	51463.2827	999	0.210765646	0	0	3	0	FALSE
1041	1	4	555	2228.385382	999	0.266107136	0	0.367600607	3	0	FALSE
1042	2	4	555	65227.13589	999	0.186208758	0	0.766927659	3	0	FALSE
1043	3	4	555	8951.244169	999	0.191423238	0	2.319564048	3	0	FALSE
1044	1	4	555	2415.109855	999	0.22	0	0.379296	3	0	FALSE
1045	1	4	555	3519.158752	999	0.200033716	0	1.098575789	3	0	FALSE
1046	1	4	555	3381.583684	999	0.205827024	0	1.019731881	3	0	FALSE
1047	3	4	555	6854.326478	999	0.2	0	0.616896	3	0	FALSE
1048	3	4	555	36704.90384	999	0.4	0	0.33423604	3	0	FALSE
1049	1	4	555	2504.361523	999	0.127520168	0	0	3	0	FALSE
1050	1	4	555	8512.70247	999	0	0	0	3	0	FALSE
1051	1	4	555	1280.225006	999	0.4	0	0.364608	3	0	FALSE
1052	1	4	555	8003.619346	999	0.388215234	0	0.336366572	3	0	FALSE
