SWBM_id	subws_ID	SWBM_LU	SWBM_IRR	MF_Area_m2	WATERSOURC	AWCcmprcm	Initial_fill_fraction	max_infil_rate	runoff_ISEG	WL_2_CP_Yr	ILR_Flag
334	1	1	2	154822.1586	2	0.439896072	0.748028957	0.267192958	25	2008	FALSE
335	1	1	2	20469.79254	3	0.2	0.445825	1.1016	25	0	TRUE
336	4	1	999	18871.23183	3	0.107437298	0.081968741	0	25	0	FALSE
337	5	1	2	176235.937	2	0.366689992	0.624205746	0.459645629	25	2005	FALSE
338	6	1	999	72063.54811	2	0.222560638	0.501998022	1.084307279	25	0	FALSE
339	1	1	2	17741.80528	2	0.2	0.445825	1.1016	25	0	FALSE
340	1	1	2	59968.7633	2	0.400527238	0.723271659	0.332594778	25	0	FALSE
341	1	1	2	14703.93573	2	0.348640766	0.682077437	0.317236996	25	0	FALSE
342	1	1	2	219538.5897	2	0.367968262	0.698783092	0.301138193	25	0	FALSE
343	6	1	2	63699.70167	2	0.16939607	0.345698693	0	25	0	FALSE
344	6	1	2	79143.04809	2	0.165801454	0.331510965	5.386286525	25	2008	FALSE
345	1	1	2	7628.452179	2	0.34	0.594705882	0.314496	25	2006	FALSE
346	1	1	2	337274.5416	2	0.381056658	0.709133391	0.405575947	25	0	FALSE
347	1	1	2	235064.3724	3	0.340971132	0.674925172	0.314779106	25	0	FALSE
348	5	1	2	364699.9529	2	0.230525708	0.519204565	0.845276216	25	2008	FALSE
349	6	1	2	3047.504826	2	0.2	0.445825	1.1016	25	0	FALSE
350	4	1	2	73299.62474	3	0.144134434	0.2310135	0	25	0	FALSE
351	1	1	2	367256.6827	2	0.2	0.445825	1.1016	25	0	FALSE
352	1	1	2	16964.00642	2	0.2	0.445825	1.1016	25	0	FALSE
353	1	1	2	122493.7831	2	0.34	0.674	0.314496	25	0	TRUE
354	5	1	2	90003.00215	2	0.214910432	0.358800637	0.596388074	25	2005	FALSE
355	1	1	999	8605.871304	5	0.2	0	1.027833989	25	0	FALSE
356	1	1	2	526.790428	2	0.2	0.445825	0.438912	25	0	FALSE
357	1	1	2	81966.44179	5	0.34	0	0.314496	25	0	FALSE
358	1	1	2	140250.2417	2	0.34	0.674	0.314496	25	0	FALSE
359	6	1	2	18147.94216	2	0.120604384	0.134879011	10.901088	25	0	FALSE
360	1	1	2	70693.31423	2	0.44	0.748090909	0.266976	25	0	FALSE
361	1	1	2	321401.9381	2	0.366491692	0.697573794	0.322866432	25	0	TRUE
362	5	1	2	80337.9415	2	0.2	0.445825	1.071964311	25	0	FALSE
363	1	1	2	45186.24949	3	0.2	0.445825	1.10026892	25	0	TRUE
364	6	1	2	74662.22124	2	0.231121748	0.520439989	0	25	0	FALSE
365	6	1	999	85326.02042	2	0.2	0.445825	1.1016	25	0	FALSE
366	1	1	999	178766.6877	5	0.189311186	0	2.426198782	25	0	FALSE
367	1	1	2	589370.6224	2	0.199668914	0.309862956	1.100709708	25	2001	FALSE
368	1	1	2	5442.632022	5	0.2	0	1.1016	25	0	FALSE
369	1	1	2	10896.40817	2	0.398042476	0.721543597	0.392003033	25	0	FALSE
370	1	1	2	22391.47142	5	0.185006204	0	2.885345169	25	0	FALSE
371	3	1	2	1133.542652	2	0.4	0.7229	0.333504	25	0	FALSE
372	1	1	2	42665.96451	3	0.200218632	0.446412	2.280488197	25	0	FALSE
373	1	1	2	2862.203097	2	0.244758292	0.547152045	0.853367178	25	0	FALSE
374	5	1	2	16618.30159	2	0.338884394	0.672928598	0.349175016	25	0	FALSE
375	5	1	2	173883.375	2	0.196113496	0.43482474	0	25	0	FALSE
376	1	1	2	271527.3604	3	0.339964382	0.673967663	0	25	0	FALSE
377	1	1	2	94690.62793	2	0.321855378	0.65562055	0	25	0	TRUE
378	5	1	555	6438.163679	999	0.2	0	0.616896	25	0	FALSE
379	3	1	1	55829.31852	3	0.399835458	0.868607306	0.364626242	25	0	FALSE
380	1	1	555	584.0848531	999	0.2	0	1.1016	25	0	FALSE
381	1	1	2	286120.7205	2	0.327848922	0.661920737	0.34439104	25	0	FALSE
382	6	1	2	803.8387993	2	0.2	0.445825	0.774845798	25	0	FALSE
383	1	1	2	58533.22159	2	0.180724466	0.237507964	3.445671874	25	1996	TRUE
384	6	1	2	61314.75187	2	0.19190744	0.422443236	2.182841971	25	0	FALSE
385	3	1	2	1190.498392	2	0.4	0.7229	0.333504	25	0	FALSE
386	1	1	2	114678.7425	2	0.326344924	0.660359589	0.393022832	25	0	TRUE
387	1	1	2	260637.2657	3	0.32856363	0.662657032	0.380074105	25	2008	TRUE
388	5	1	2	484642.1635	2	0.307963618	0.640091844	0.442330033	25	0	FALSE
389	3	1	999	16907.85843	5	0.12	0	10.901088	25	0	FALSE
390	1	1	2	381177.208	2	0.385422344	0.64246405	0	25	2006	FALSE
391	1	1	999	151.629551	2	0.2	0.445825	1.1016	25	0	FALSE
392	1	1	2	104259.9612	3	0.317193428	0.650565181	0	25	0	FALSE
393	3	1	2	10026.82071	2	0.4	0.7229	0.333504	25	0	FALSE
394	1	1	2	250286.8305	2	0.39276974	0.717799696	0	25	2008	TRUE
395	1	1	2	110863.2124	2	0.2	0.311	1.1016	25	1996	TRUE
396	5	1	2	53004.21387	2	0.068119092	0	0	25	0	FALSE
397	1	1	2	250219.9564	2	0.34	0.674	0.314496	25	0	TRUE
398	6	1	999	83002.21052	2	0.185043004	0.401014891	2.907814188	25	0	FALSE
399	1	1	555	4530.299935	5	0.2	0	1.1016	25	0	FALSE
400	6	1	2	92743.75546	2	0.15274207	0.274348122	0	25	0	FALSE
401	4	1	2	9813.588203	3	0.34	0.674	0.314496	25	0	FALSE
402	5	1	999	16917.11651	2	0.196958766	0.437248881	1.065716927	25	0	FALSE
403	1	1	2	147831.0923	2	0.398153656	0.653905838	0	25	2001	FALSE
404	8	1	999	79556.78196	2	0.13663478	0.199941772	0	25	0	FALSE
405	3	1	2	22228.22678	2	0.393577628	0.718384328	0.331358839	25	0	FALSE
406	1	1	2	68803.2966	2	0.337129288	0.671226168	0	25	0	TRUE
407	1	1	2	100400.418	3	0.19777136	0.439573253	1.116984334	25	0	TRUE
408	5	1	2	6815.560326	2	0.437574702	0.746695361	0.274744457	25	0	FALSE
409	6	1	2	72650.77735	2	0.285038662	0.611145165	0.622807252	25	0	FALSE
410	1	1	2	50472.70316	2	0.278657776	0.602244095	0	25	0	TRUE
411	1	1	2	196973.1471	2	0.2	0.445825	1.1016	25	0	FALSE
412	1	1	2	28945.97592	2	0.267098254	0.484072801	0.870477561	25	2005	FALSE
413	1	1	2	108368.945	2	0.2	0.445825	1.097744532	25	2013	TRUE
414	1	1	2	404589.801	2	0.32704634	0.578648885	0.386610156	25	1996	TRUE
415	5	1	2	34153.57885	2	0.2	0.445825	0.616896	25	0	FALSE
416	6	1	2	53424.16154	2	0.2	0.445825	1.1016	25	2011	FALSE
417	1	1	2	203222.8122	3	0.330296358	0.664433605	0	25	2008	TRUE
418	4	1	2	3677.431605	2	0.4	0.6555	0.333504	25	2004	FALSE
419	3	1	555	4213.820677	5	0.12	0	10.901088	25	0	FALSE
420	1	1	2	144071.1509	2	0.19877627	0.442406933	1.240607538	25	0	FALSE
421	6	1	999	160112.8239	2	0.171315202	0.353033469	4.676479844	3	0	FALSE
422	1	1	2	16044.02779	2	0.327718602	0.661787273	0.539376766	3	0	FALSE
423	1	1	2	335621.2098	5	0.198712828	0	1.101380831	25	0	FALSE
424	1	1	2	114217.4504	2	0.2	0.445825	1.1016	25	0	TRUE
425	6	1	2	123888.992	2	0.2	0.445825	1.1016	25	0	FALSE
426	1	1	2	380327.5212	2	0.379282142	0.63667643	0.326921615	25	2004	FALSE
427	1	1	2	51651.11263	2	0.2	0.445825	1.1016	25	0	FALSE
428	1	1	2	36162.08864	2	0.127947526	0.169405386	9.904053256	25	2008	FALSE
429	1	1	2	297768.3607	2	0.34	0.674	0.314496	25	0	TRUE
430	3	1	2	8577.891289	2	0.228129684	0.514159306	0	25	0	FALSE
431	3	1	2	108251.0245	2	0.372079878	0.702107304	1.393394986	25	0	FALSE
432	1	1	2	51581.2228	2	0.2	0.445825	1.1016	25	0	TRUE
433	3	1	2	26889.91067	2	0.4	0.7229	0.333504	25	0	FALSE
434	1	1	2	151320.9722	2	0.343130336	0.598402352	0.315433208	3	2004	FALSE
435	1	1	2	9.105624496	2	0.2	0.445825	1.1016	3	0	FALSE
436	1	1	2	77246.55712	2	0.34263758	0.676516569	0.315262015	25	0	FALSE
437	7	1	2	160994.892	3	0.250782404	0.558033569	0	25	0	FALSE
438	1	1	2	187501.1175	3	0.2	0.445825	1.1016	25	0	FALSE
439	1	1	2	77142.32895	5	0.197493686	0	1.394313163	25	0	FALSE
440	5	1	999	145.1721077	2	0.2	0.445825	1.1016	3	0	FALSE
441	7	1	999	77515.00297	3	0.12421347	0.153356959	10.35841943	25	0	FALSE
442	5	1	999	195360.6945	2	0.38268705	0.639909294	0	25	2001	FALSE
443	6	1	999	3024.486654	2	0.205800228	0.461442637	1.066183377	25	0	FALSE
444	1	1	2	7676.326745	2	0.2	0.445825	1.1016	25	0	FALSE
445	4	1	2	57304.34073	2	0.4	0.6555	0.333504	25	2004	FALSE
446	6	1	2	13792.47537	2	0.34	0.674	0.314496	25	0	FALSE
447	1	1	2	149641.8336	2	0.396187454	0.720239869	0.349523889	25	0	TRUE
448	1	1	2	26290.3252	2	0.2	0.445825	1.1016	25	0	TRUE
449	1	1	2	6538.957272	3	0.21383307	0.481660765	0.488288596	25	0	FALSE
450	1	1	999	30103.13636	5	0.179984862	0	3.405204763	25	0	FALSE
451	1	1	2	239563.0137	2	0.342778354	0.676647161	0.315362603	25	2013	FALSE
452	1	1	2	242239.1445	2	0.340165542	0.674157055	0.314532275	3	0	FALSE
453	3	1	2	125875.57	2	0.363152096	0.694791529	0	3	0	FALSE
454	5	1	2	648.094616	2	0.44	0.748090909	0.266976	3	0	FALSE
455	1	1	2	52033.65619	2	0.2	0.445825	1.1016	3	0	TRUE
456	1	1	2	305739.3378	2	0.259213476	0.572404654	5.644527304	3	2017	FALSE
457	8	1	2	85201.0669	3	0.314500974	0.647565562	3.622759613	3	0	FALSE
458	1	1	2	3732.186504	2	0.34	0.674	0.314496	3	0	TRUE
459	1	1	2	215776.4581	2	0.340527164	0.674513003	0.314643592	3	2013	FALSE
460	1	1	2	169997.4944	2	0.379605308	0.708011701	0.364608	3	0	TRUE
461	1	1	2	6387.748631	2	0.4	0.7229	0.333504	3	0	FALSE
462	1	1	2	72.29278877	2	0.2	0.445825	1.1016	25	0	FALSE
463	1	1	2	151218.2485	3	0.21076022	0.474116985	1.066259876	22	0	FALSE
464	8	1	2	108201.6583	2	0.314842574	0.56231277	0	22	2005	FALSE
465	1	1	2	335122.1283	3	0.3401486	0.674146535	0.314539319	22	0	FALSE
466	3	1	2	57927.55421	2	0.4	0.7229	0.333504	22	0	FALSE
467	1	1	2	159214.6219	2	0.385749538	0.712664496	0.387408952	22	0	TRUE
468	1	1	2	36529.85968	2	0.341054002	0.675010405	0	22	0	TRUE
469	5	1	2	48071.80449	2	0.368720894	0.699390797	0.316846326	22	0	FALSE
470	1	1	2	64049.28491	3	0.200196362	0.446361758	1.100738587	22	0	FALSE
471	1	1	2	26941.31526	5	0.13390584	0	9.147353607	22	0	FALSE
472	5	1	999	73396.80584	3	0.1616424	0.31430491	5.790604052	22	0	FALSE
473	3	1	555	36789.86987	5	0.12	0	10.901088	22	0	FALSE
474	1	1	3	50550.73114	2	0.2	0.311	1.1016	22	-999	FALSE
475	6	1	2	28461.50772	2	0.227716238	0.51327038	0.943890056	22	0	FALSE
476	1	1	2	459573.9573	2	0.192778874	0.285197226	1.983476716	19	2004	FALSE
477	1	1	2	179387.343	2	0.2	0.445825	1.1016	22	0	FALSE
478	5	1	2	103882.5262	2	0.384381372	0.711636983	0.337787891	22	0	FALSE
479	1	1	2	418939.5537	2	0.338495108	0.67255034	0	22	0	TRUE
480	6	1	2	59634.04976	2	0.339261018	0.673286903	0.318593305	22	2017	FALSE
481	1	1	2	310969.0541	3	0.308707658	0.640962396	0	22	0	TRUE
482	5	1	2	120343.8075	2	0.2	0.445825	1.084115405	22	0	FALSE
483	1	1	2	14149.50665	2	0.2	0.445825	1.1016	22	0	FALSE
484	6	1	2	12950.40772	2	0.127378016	0.165691857	10.901088	22	0	FALSE
485	1	1	2	88396.84603	3	0.322605822	0.656420268	0.678841746	22	0	FALSE
486	1	1	999	8717.234888	3	0.315589988	0.64878484	0.541315235	22	0	FALSE
487	1	1	2	120611.0481	2	0.170538516	0.350067547	5.432513562	22	0	FALSE
488	1	1	2	61973.45806	2	0.289578204	0.617242588	0.524905829	22	0	TRUE
489	5	1	2	35965.4179	2	0.275925054	0.598314642	0.376664982	22	0	FALSE
490	1	1	2	5420.052248	5	0.2	0	1.1016	22	0	FALSE
491	1	1	2	100055.4043	2	0.389993006	0.646652622	0.330372332	22	2006	TRUE
492	1	1	2	34914.46568	2	0.2	0.445825	1.1016	22	0	TRUE
493	1	1	2	115308.2646	2	0.43970679	0.747930229	0.267446335	22	2008	FALSE
494	1	1	2	124736.8768	2	0.235232182	0.528817949	0.973631278	22	0	TRUE
495	5	1	2	53198.75428	2	0.41997754	0.736086982	0.299876816	22	2008	FALSE
496	1	1	2	68201.96599	2	0.146386632	0.058649481	0	22	2004	FALSE
497	1	1	2	76240.05318	2	0.44	0.748090909	0.266976	22	2008	FALSE
498	1	1	2	116359.0749	3	0.15566851	0.287990166	9.260991178	22	0	FALSE
499	4	1	2	2150.961208	2	0.39999546	0.65549494	0.333503921	3	2004	FALSE
500	1	1	2	90835.47307	3	0.34	0.674	0.314496	22	0	FALSE
501	6	1	2	144286.3271	2	0.307084836	0.639057931	0	3	0	FALSE
502	7	1	999	27917.24178	3	0.2	0.445825	1.1016	3	0	FALSE
503	5	1	2	19299.44035	2	0.2	0.445825	0.998597393	29	0	FALSE
504	1	1	2	251329.5561	2	0.342024872	0.597105698	0	22	2001	TRUE
505	5	1	2	24141.9207	2	0.2	0.445825	1.1016	22	0	FALSE
506	6	1	2	73793.52793	2	0.180291902	0.385236382	3.516511025	22	0	FALSE
507	6	1	2	27633.22258	2	0.277296742	0.600295549	0.668204584	22	2017	FALSE
508	6	1	2	56648.65319	2	0.335431076	0.669556329	0.548786692	22	0	FALSE
509	1	1	2	9.233471775	2	0.2	0.445825	1.1016	22	0	FALSE
510	1	1	2	31112.02699	5	0.2	0	1.1016	22	0	FALSE
511	1	1	2	138954.5044	2	0.2	0.445825	1.1016	22	0	FALSE
512	1	1	2	52771.16891	2	0.201612388	0.450245151	1.096979857	22	0	TRUE
513	1	1	999	16573.72822	2	0.262300168	0.577449115	0.594042647	22	0	TRUE
514	1	1	2	256869.1884	2	0.2668081	0.584577455	0.84105659	22	0	FALSE
515	5	1	2	124042.5176	2	0.2	0.445825	1.1016	22	0	FALSE
516	3	1	2	44766.56206	3	0.38	0.708315789	0.31104	22	0	FALSE
517	1	1	2	81447.7354	2	0.44	0.748090909	0.266976	22	0	FALSE
518	1	1	2	1234.605934	2	0.2	0.445825	1.1016	22	0	FALSE
519	1	1	2	86815.81883	2	0.259118766	0.572247245	0.76992338	22	0	TRUE
520	6	1	2	109581.4383	2	0.12	0.130525	10.901088	22	0	FALSE
521	1	1	2	199317.1052	2	0.343443186	0.598759878	0.315577554	29	2006	TRUE
522	3	1	2	132664.212	2	0.4	0.7229	0.333504	29	0	FALSE
523	1	1	999	728.404033	2	0.2	0.445825	0.751154664	29	0	FALSE
524	1	1	2	76.16608274	2	0.2	0.445825	1.1016	29	0	FALSE
525	4	1	1	169121.9904	2	0.4	0.8686625	0.333504	29	2011	FALSE
526	1	1	2	26515.95114	5	0.205108076	0	1.082298401	29	0	FALSE
527	1	1	2	16075.28826	2	0.2	0.445825	1.1016	29	0	FALSE
528	1	1	2	3334.716936	2	0.2	0.445825	1.1016	29	0	FALSE
529	1	1	2	330281.4736	3	0.340433238	0.674420046	0.314624446	29	0	FALSE
530	1	1	2	34893.22381	2	0.2	0.445825	1.1016	29	0	TRUE
531	1	1	2	15217.51813	2	0.4	0.7229	0.333504	29	0	FALSE
532	1	1	555	8844.283308	2	0.204576036	0	1.1016	29	0	FALSE
533	1	1	2	222008.2222	2	0.350253088	0.683548577	0.317738148	29	0	TRUE
534	1	1	2	958.3318437	2	0.2	0.445825	0.519213086	29	0	FALSE
535	1	1	2	149621.1021	2	0.272867992	0.494982937	0.694379891	29	2006	TRUE
536	1	1	2	169638.7123	2	0.198983154	0.307463214	1.600714018	29	1996	FALSE
537	6	1	2	62490.79055	2	0.316524926	0.649822441	0	29	2017	FALSE
538	4	1	1	283546.1292	2	0.4	0.8686625	0.333504	29	2011	FALSE
539	5	1	2	99639.36706	2	0.420863818	0.736639708	0.275912559	29	0	FALSE
540	1	1	2	307717.6455	3	0.397666262	0.721270642	0	29	0	FALSE
541	3	1	999	8.995659024	2	0.12	0.130525	10.901088	29	0	FALSE
542	1	1	2	476.9946758	2	0.18	0.38425	0.716256	29	0	FALSE
543	1	1	2	101399.4793	2	0.439899214	0.748034981	0.267103551	29	2008	FALSE
544	1	1	2	34455.64856	2	0.2	0.311	0.720270201	29	2006	TRUE
545	1	1	999	27690.69478	2	0.194837712	0.431128035	1.679884381	29	0	FALSE
546	6	1	2	44526.09058	2	0.249217818	0.555257249	5.263208976	29	0	FALSE
547	1	1	2	210228.1649	2	0.34	0.674	0.314496	29	0	FALSE
548	1	1	999	41095.39058	2	0.2	0.445825	1.098357077	29	0	FALSE
549	6	1	2	2229.798537	2	0.2	0.445825	1.1016	29	2015	FALSE
550	6	1	555	122077.3328	2	0.148646022	0	0	29	0	FALSE
551	1	1	2	7887.738128	2	0.4	0.7229	0.333504	29	0	FALSE
552	1	1	2	48351.3578	2	0.44	0.748090909	0.266976	29	0	FALSE
553	1	1	2	143563.93	2	0.206725464	0.333413207	1.076177871	29	2001	FALSE
554	1	1	2	210909.1867	2	0.383690696	0.711119667	0.328381106	29	0	FALSE
555	1	1	2	18104.3515	2	0.191218832	0.420356087	0.944370805	29	0	FALSE
556	1	1	2	37998.91122	2	0.285077946	0.611201261	0	29	0	FALSE
557	1	1	2	178244.0492	2	0.200062616	0.445985371	1.099898442	29	0	FALSE
558	3	1	1	13746.35459	3	0.278182376	0.81114053	0.366151104	29	0	FALSE
559	5	1	2	217803.2723	2	0.242626092	0.543181481	0.4853819	29	0	FALSE
560	1	1	2	9419.057596	2	0.2	0.445825	1.1016	29	0	TRUE
561	1	1	999	81380.20099	2	0.33952192	0.673550032	0	29	0	FALSE
562	1	1	999	98180.89949	2	0.186627596	0.406102857	0	29	0	FALSE
563	3	1	2	87365.7098	2	0.4	0.7229	0.334723537	29	0	FALSE
564	1	1	2	4596.534091	2	0.2	0.445825	1.1016	29	0	TRUE
565	1	1	2	7318.934649	2	0.301898614	0.632861468	0.387117757	29	0	FALSE
566	1	1	2	977.1342476	2	0.4	0.7229	0.333504	29	0	FALSE
567	6	1	2	28991.87615	2	0.377621386	0.706474818	0.369782166	29	0	FALSE
568	1	1	2	15015.26624	2	0.13784511	0.195926428	8.714113016	29	2008	FALSE
569	1	1	1	46828.8893	1	0.256972894	0.795570291	0.789791606	29	0	TRUE
570	1	1	2	33794.10567	2	0.2	0.445825	1.1016	29	0	TRUE
571	1	1	2	347650.9866	5	0.353833466	0	0.439799538	29	0	FALSE
572	6	1	2	34349.98656	2	0.2	0.445825	1.1016	29	2011	FALSE
573	1	1	2	127754.5108	2	0.34	0.674	0.314496	29	0	TRUE
574	1	1	2	674.8507073	2	0.2	0.445825	1.1016	22	0	FALSE
575	1	1	2	403759.6752	3	0.40456593	0.726025051	0.335912312	22	0	TRUE
576	5	1	2	126543.1284	2	0.386032782	0.712879871	0.317883267	22	0	FALSE
577	5	1	555	56585.95862	999	0.230285632	0	0.981030454	22	0	FALSE
578	5	1	2	215101.5509	2	0.352271946	0.608819415	0	22	1996	FALSE
579	1	1	2	32116.50173	2	0.324103256	0.658015605	0.47702574	22	0	FALSE
580	1	1	2	85562.75716	2	0.2	0.311	1.1016	3	2005	FALSE
581	1	1	555	203.6382916	5	0.2	0	1.1016	29	0	FALSE
582	3	1	2	5847.746236	2	0.399187842	0.722341639	0.333365797	29	0	FALSE
583	5	1	2	9179.036041	2	0.28	0.604160714	0.364608	22	0	FALSE
584	3	1	2	64887.57164	2	0.4	0.7229	0.333504	29	0	FALSE
585	1	1	2	39319.96666	2	0.2	0.445825	1.1016	29	0	TRUE
586	1	1	2	264155.8849	2	0.199205692	0.443611822	1.107295537	29	0	FALSE
587	1	1	555	145343.698	5	0.2	0	1.063827366	22	0	FALSE
588	1	1	2	133561.6945	2	0.339321174	0.673344364	0.43414777	19	0	TRUE
589	1	1	2	2432.910696	2	0.176721008	0.372819286	3.960488324	22	2008	FALSE
590	1	1	2	275957.4786	2	0.366801658	0.624315608	0	29	2006	FALSE
591	1	1	2	122138.6199	2	0.34	0.674	0.314496	29	0	TRUE
592	1	1	2	110865.6165	2	0.4221712	0.737449641	0.296910929	3	0	FALSE
593	1	1	2	113248.5612	2	0.2	0.445825	1.1016	3	0	FALSE
594	1	1	2	43.69872878	2	0.28	0.604160714	0.364608	29	0	FALSE
595	1	1	2	375154.1189	2	0.362523182	0.69425905	0	29	0	FALSE
596	1	1	2	343797.613	2	0.293626876	0.530690522	0	22	1996	TRUE
597	1	1	2	12509.31991	2	0.176775582	0.373015318	1.196072865	22	0	FALSE
598	1	1	2	1932.810085	2	0.360920114	0.692895714	0.403164151	22	0	FALSE
599	3	1	2	105081.8593	3	0.38	0.708315789	0.31104	22	0	FALSE
600	1	1	2	37918.88191	3	0.242289268	0.542533316	0.49977317	22	2008	TRUE
601	6	1	2	141622.3787	2	0.12	0.130525	10.901088	3	0	FALSE
602	1	1	2	111156.6623	2	0.415452802	0.733212048	0	3	2008	FALSE
603	1	1	2	175980.8574	2	0.2	0.311	1.1016	3	2001	FALSE
604	1	1	2	79189.28396	2	0.2	0.311	1.081215905	3	1996	TRUE
605	6	1	2	22.99455776	2	0.316525944	0.649820351	0.314496	3	0	FALSE
606	1	1	2	6534.576129	3	0.195288686	0.432436726	1.130179459	3	2015	TRUE
607	6	1	555	213239.2914	2	0.2	0	1.1016	3	0	FALSE
608	1	1	555	63908.75513	5	0.17718418	0	4.07438088	3	0	FALSE
609	4	1	999	29527.45147	3	0.12	0.130525	10.901088	22	0	FALSE
610	1	1	2	25816.20973	2	0.356359102	0.68896795	0.319709138	3	0	TRUE
611	8	1	2	122352.0186	3	0.212103494	0.350324262	1.055038254	19	2005	FALSE
612	6	1	2	18352.25325	2	0.187144956	0.407758786	4.04540708	22	0	FALSE
613	5	1	1	36965.48208	2	0.2	0.737325	0.616896	3	0	FALSE
614	1	1	2	161.7298159	2	0.2	0.445825	1.1016	29	0	FALSE
615	1	1	2	180767.229	2	0.324611962	0.658555522	0.368699457	29	0	TRUE
616	3	1	999	33465.36957	5	0.12	0	10.901088	29	0	FALSE
617	1	1	2	178857.7339	2	0.371769164	0.629342137	0.324542678	22	2004	FALSE
618	1	1	2	217727.651	2	0.370119328	0.627689457	0.34378155	22	2005	TRUE
619	1	1	2	133758.5338	2	0.347106656	0.602999097	0.316756934	22	2004	FALSE
620	1	1	2	471427.842	2	0.399920554	0.722843568	0.333522055	19	2008	TRUE
621	1	1	2	13959.83631	2	0.393274958	0.718161668	0.331414588	22	0	FALSE
622	1	1	2	15310.04957	2	0.2	0.445825	1.1016	19	0	FALSE
623	5	1	2	10080.82846	2	0.2	0.311	0	19	2004	FALSE
624	1	1	555	323.2641075	999	0.2	0	1.1016	19	0	FALSE
625	1	1	555	2782.196049	5	0.2	0	1.1016	19	0	FALSE
626	1	1	2	83014.09223	2	0.290334458	0.618235263	0.727319213	19	0	TRUE
627	1	1	2	179564.2733	2	0.223720772	0.504579879	1.012263123	19	2008	FALSE
628	1	1	2	2587.61109	2	0.2	0.445825	1.1016	19	0	FALSE
629	1	1	2	178023.7236	5	0.2	0	1.1016	19	0	FALSE
630	6	1	2	9052.00727	2	0.195196446	0.43218	10.901088	19	0	FALSE
631	1	1	2	4348.013997	2	0.399351988	0.722457903	0	19	0	FALSE
632	8	1	999	88084.3383	3	0.2	0.445825	0.763904391	19	0	FALSE
633	1	1	2	29.33913217	2	0.12	0.130525	10.901088	19	0	FALSE
634	1	1	2	65428.31527	2	0.34797818	0.681479511	0.317052833	22	0	FALSE
635	1	1	2	765.6401357	3	0.4	0.7229	0.333504	22	0	FALSE
636	7	1	999	24061.34009	3	0.185206136	0.401552571	2.7902903	22	0	FALSE
637	1	1	2	260142.2383	2	0.250400122	0.557367939	2.024435538	19	2008	TRUE
638	5	1	2	24563.50175	2	0.341216586	0.675172338	0.314818094	22	0	FALSE
639	5	1	2	63831.33271	2	0.341677616	0.675607617	0.348566762	22	0	FALSE
640	1	1	2	167691.4416	2	0.2	0.311	1.1016	22	2006	FALSE
641	1	1	2	57145.64088	2	0.358939278	0.691203263	0	22	0	TRUE
642	5	1	1	37509.4892	2	0.4	0.8686625	0.333504	22	0	FALSE
643	5	1	2	43177.48215	2	0.2	0.445825	0.616896	19	0	FALSE
644	5	1	2	194392.5178	2	0.2	0.445825	1.099147387	19	0	FALSE
645	1	1	2	118765.8297	3	0.331899772	0.666044447	0.32163495	22	0	FALSE
646	6	1	999	47679.70962	2	0.301655372	0.63257617	0.679285483	22	0	FALSE
647	5	1	2	119054.8251	2	0.2	0.311	0.616896	22	2005	FALSE
648	1	1	2	2729.438775	2	0.386227132	0.713026034	0	22	0	FALSE
649	1	1	2	1569.66869	2	0.2	0.445825	1.1016	19	0	FALSE
650	5	1	2	145309.1896	2	0.4393416	0.747721135	0.26721176	22	0	FALSE
651	1	1	2	39358.94879	2	0.2	0.445825	1.067249886	19	0	TRUE
652	6	1	999	30.97873816	2	0.12	0.130525	10.901088	22	0	FALSE
653	1	1	2	94427.07837	3	0.329100018	0.663202638	0	22	0	FALSE
654	1	1	999	95932.88114	5	0.183193166	0	3.25431457	22	0	FALSE
655	1	1	2	59.19750676	5	0.2	0	1.1016	22	0	FALSE
656	6	1	2	104184.9965	2	0.17376209	0.362133075	0	22	0	FALSE
657	5	1	2	46292.0142	2	0.419032168	0.73549246	0.301637519	22	0	FALSE
658	1	1	2	199987.908	2	0.44	0.748090909	0.266976	22	0	TRUE
659	1	1	2	35655.05432	2	0.24079143	0.53969944	0.960704339	22	0	FALSE
660	1	1	2	200201.1864	2	0.34	0.674	0.314496	22	0	TRUE
661	3	1	1	51580.62005	3	0.4	0.8686625	0.364608	22	0	FALSE
662	1	1	2	8372.677667	2	0.4	0.7229	0.333504	22	0	FALSE
663	1	1	2	300473.4843	2	0.341298964	0.596251444	0.314899111	22	2006	TRUE
664	1	1	2	845.8350045	3	0.2	0.445825	1.03857904	22	0	FALSE
665	6	1	2	87478.75322	2	0.2	0.445825	1.101522223	22	2015	FALSE
666	8	1	555	100734.4412	999	0.357773792	0	1.87936381	22	0	FALSE
667	1	1	2	24783.37988	2	0.2	0.445825	1.1016	22	0	TRUE
668	1	1	2	7429.912114	2	0.391578866	0.716943697	0.346336539	22	0	FALSE
669	1	1	2	7320.77854	2	0.2	0.445825	1.1016	22	0	FALSE
670	1	1	555	3284.525123	999	0.2	0	1.1016	22	0	FALSE
671	1	1	2	65426.85264	2	0.12	0.130525	10.901088	22	2008	FALSE
672	1	1	2	389241.0071	2	0.33151729	0.584328498	0	22	2001	FALSE
673	1	1	2	141280.9356	2	0.191492938	0.280375875	0	22	2004	FALSE
674	1	1	2	84986.4802	2	0.338461648	0.672528191	0	22	0	TRUE
675	1	1	2	300545.8179	2	0.34	0.674	0.314496	22	0	TRUE
