"","stn_id","well_code","swn","well_name","latitude","longitude","wlm_method","wlm_acc","basin_code","basin_name","county_name","well_depth","well_use","well_type","wcr_log_no","wcr_file_no","well_loc_source","comments"
"245",NA,"WCRfn_61388",NA,"DOUBLE J.D.RANCH",41.5461357944068,-122.90180606353,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",34,"Irrigation","Single Well","113920",61388,"UCDavis_Well_Review_2013",NA
"246",NA,"WCRfn_61390",NA,"OSTER",41.6184415017844,-122.782130230287,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",101,"Irrigation","Single Well","114352",61390,"UCDavis_Well_Review_2013",NA
"247",NA,"WCRfn_61391",NA,"OXLEY",41.4099515581725,-122.850614691283,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",65,"Irrigation","Single Well","114353",61391,"UCDavis_Well_Review_2013",NA
"248",NA,"WCRfn_61393",NA,"MARTIN",41.5543614914193,-122.880302111708,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",81,"Irrigation","Single Well","114355",61393,"UCDavis_Well_Review_2013",NA
"249",NA,"WCRfn_61397",NA,"SHEFFIELD",41.5518845368336,-122.908083866858,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",33,"Irrigation","Single Well","114359",61397,"UCDavis_Well_Review_2013",NA
"250",NA,"WCRfn_61399",NA,"HOHBERG",41.6205176685508,-122.777238953051,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",62,"Irrigation","Single Well","114361",61399,"UCDavis_Well_Review_2013",NA
"251",NA,"WCRfn_61404",NA,"SMITH, RALPH",41.6308544969794,-122.94596369749,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","114366",61404,"UCDavis_Well_Review_2013",NA
"252",NA,"WCRfn_61408",NA,"TOBIAS",41.5704883091918,-122.848018323846,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",101,"Irrigation","Single Well","114370",61408,"UCDavis_Well_Review_2013",NA
"253",NA,"WCRfn_61442",NA,"VEALE",41.4398752787612,-122.858043103437,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",150,"Irrigation","Single Well","115693",61442,"UCDavis_Well_Review_2013",NA
"254",NA,"WCRfn_61448",NA,"SWEEZEY",41.4658597907027,-122.86007262445,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",240,"Irrigation","Single Well","115700",61448,"UCDavis_Well_Review_2013",NA
"255",NA,"WCRfn_61574",NA,"PIMENTEL",41.4781204748424,-122.889496976138,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",125,"Irrigation","Single Well","123508",61574,"UCDavis_Well_Review_2013",NA
"256",NA,"WCRfn_61583",NA,"DENNY",41.4087531536475,-122.816357509478,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",75,"Irrigation","Single Well","123519",61583,"UCDavis_Well_Review_2013",NA
"257",NA,"WCRfn_61587",NA,"SANTOS & COSTA",41.62901350167,-122.762096798963,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",48,"Irrigation","Single Well","123524",61587,"UCDavis_Well_Review_2013",NA
"258",NA,"WCRfn_61588",NA,"LINCOLN",41.4423912148091,-122.902584020739,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",47,"Irrigation","Single Well","123525",61588,"UCDavis_Well_Review_2013",NA
"259",NA,"WCRfn_61596",NA,"FRIDEN",41.5660671017957,-122.922551301233,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",400,"Irrigation","Single Well","123534",61596,"UCDavis_Well_Review_2013",NA
"260",NA,"WCRfn_61604",NA,"BURTON",41.5783777596813,-122.859504698327,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",70,"Irrigation","Single Well","126221",61604,"UCDavis_Well_Review_2013",NA
"261",NA,"WCRfn_61613",NA,"STAFFORD",41.6317197421983,-122.988046365021,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",35,"Irrigation","Single Well","126230",61613,"UCDavis_Well_Review_2013",NA
"262",NA,"WCRfn_61618",NA,"BECKMAN",41.4160132345885,-122.865759373895,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",53,"Irrigation","Single Well","126236",61618,"UCDavis_Well_Review_2013",NA
"263",NA,"WCRfn_61622",NA,"KRAUS",41.5457189277369,-122.831441304956,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",150,"Irrigation","Single Well","126241",61622,"UCDavis_Well_Review_2013",NA
"264",NA,"WCRfn_61624",NA,"CRAMMER",41.6228888204673,-122.785185789596,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",40,"Irrigation","Single Well","126243",61624,"UCDavis_Well_Review_2013",NA
"265",NA,"WCRfn_61717",NA,"REESE",41.3723148067263,-122.816696192044,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",16,"Irrigation","Single Well","128015",61717,"UCDavis_Well_Review_2013",NA
"266",NA,"WCRfn_61719",NA,"GREGORY",41.5953776938169,-122.840178235779,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","128017",61719,"UCDavis_Well_Review_2013",NA
"267",NA,"WCRfn_61727",NA,"RANCHO DEL SOL",41.4946452543811,-122.866888639174,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",207,"Irrigation","Single Well","128026",61727,"UCDavis_Well_Review_2013",NA
"268",NA,"WCRfn_61827",NA,"KRELL",41.5413495915397,-122.843525947678,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",114,"Irrigation","Single Well","129401",61827,"UCDavis_Well_Review_2013",NA
"269",NA,"WCRfn_61902",NA,"DUDLEY",41.428371565435,-122.863260930062,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",110,"Irrigation","Single Well","133103",61902,"UCDavis_Well_Review_2013",NA
"270",NA,"WCRfn_61903",NA,"LEWIS",41.5765598806207,-122.914348581644,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",63,"Irrigation","Single Well","133104",61903,"UCDavis_Well_Review_2013",NA
"271",NA,"WCRfn_61906",NA,"BARBOUR",41.4430351017518,-122.903471897368,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",92,"Irrigation","Single Well","133108",61906,"UCDavis_Well_Review_2013",NA
"272",NA,"WCRfn_61916",NA,"LOCKETT",41.4634147332311,-122.891365724283,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",28,"Irrigation","Single Well","133120",61916,"UCDavis_Well_Review_2013",NA
"273",NA,"WCRfn_61931",NA,"MARTIN",41.5593781461414,-122.886251493163,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",105,"Irrigation","Single Well","133138",61931,"UCDavis_Well_Review_2013",NA
"274",NA,"WCRfn_61933",NA,"ANDERSON, J. F.",41.4344882090972,-122.849664340299,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",97,"Irrigation","Single Well","133140",61933,"UCDavis_Well_Review_2013",NA
"275",NA,"WCRfn_62084",NA,"DOWLING",41.5037174214437,-122.831721138202,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",170,"Irrigation","Single Well","134575",62084,"UCDavis_Well_Review_2013",NA
"276",NA,"WCRfn_62133",NA,"HANSON, WALTER",41.535343347703,-122.843110058317,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",152,"Irrigation","Single Well","141877",62133,"UCDavis_Well_Review_2013",NA
"277",NA,"WCRfn_62888",NA,"HANNA BROTHERS",41.5565186026827,-122.860505875696,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",101,"Irrigation","Single Well","212708",62888,"UCDavis_Well_Review_2013",NA
"278",NA,"WCRfn_62889",NA,"HANNA BROTHERS",41.559457078401,-122.860732688542,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",140,"Irrigation","Single Well","212709",62889,"UCDavis_Well_Review_2013",NA
"279",NA,"WCRfn_62895",NA,"DUDLEY",41.4152338640164,-122.859912456578,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",133,"Irrigation","Single Well","212715",62895,"UCDavis_Well_Review_2013",NA
"280",NA,"WCRfn_62976",NA,"FT JONES CEM DIST",41.5873028357384,-122.838896061425,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",141,"Irrigation","Single Well","493810",62976,"UCDavis_Well_Review_2013",NA
"281",NA,"WCRfn_62982",NA,"JOHNSON, JAMES",41.526408703347,-122.902342195276,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",107,"Irrigation","Single Well","493825",62982,"UCDavis_Well_Review_2013",NA
"282",NA,"WCRfn_62983",NA,"COSTA, ARLAND",41.6289790392714,-122.75887148112,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",200,"Irrigation","Single Well","493828",62983,"UCDavis_Well_Review_2013",NA
"283",NA,"WCRfn_63031",NA,"CAIN",41.416775612116,-122.802089780981,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",95,"Irrigation","Single Well","213884",63031,"UCDavis_Well_Review_2013",NA
"284",NA,"WCRfn_63040",NA,"CAIN SR",41.4168069370358,-122.802182064027,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",125,"Irrigation","Single Well","213894",63040,"UCDavis_Well_Review_2013",NA
"285",NA,"WCRfn_63158",NA,"CRAMER",41.6214228251716,-122.784381476829,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",90,"Irrigation","Single Well","216563",63158,"UCDavis_Well_Review_2013",NA
"286",NA,"WCRfn_63261",NA,"BARNES, RICHARD",41.3901640780387,-122.834912005063,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",60,"Irrigation","Single Well","278171",63261,"UCDavis_Well_Review_2013",NA
"287",NA,"WCRfn_63312",NA,"DUNLOP",41.6105760300736,-122.859174419806,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",55,"Irrigation","Single Well","280014",63312,"UCDavis_Well_Review_2013",NA
"288",NA,"WCRfn_63564",NA,"HICKS",41.4565718606286,-122.891033985584,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",63,"Irrigation","Single Well","333898",63564,"UCDavis_Well_Review_2013",NA
"289",NA,"WCRfn_63960",NA,"STATON",41.5099021536804,-122.891208237602,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","378163",63960,"UCDavis_Well_Review_2013",NA
"290",NA,"WCRfn_63965",NA,"BARNES, RICHARD",41.3871697048841,-122.837656534417,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",57,"Irrigation","Single Well","378170",63965,"UCDavis_Well_Review_2013",NA
"291",NA,"WCRfn_63966",NA,"BARNES, RICHARD",41.551159292629,-122.89596096661,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",150,"Irrigation","Single Well","378172",63966,"UCDavis_Well_Review_2013",NA
"292",NA,"WCRfn_63968",NA,"SMITH BROTHERS",41.4859336020424,-122.868566948696,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",150,"Irrigation","Single Well","378174",63968,"UCDavis_Well_Review_2013",NA
"293",NA,"WCRfn_63969",NA,"BARNES, GLENN",41.3946612559229,-122.839843931865,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",52,"Irrigation","Single Well","378175",63969,"UCDavis_Well_Review_2013",NA
"294",NA,"WCRfn_63975",NA,"THACKERAY",41.5109122573465,-122.855617651405,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",171,"Irrigation","Single Well","378184",63975,"UCDavis_Well_Review_2013",NA
"295",NA,"WCRfn_64497",NA,"MENNE",41.609877220422,-122.846152541958,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","508685",64497,"UCDavis_Well_Review_2013",NA
"296",NA,"WCRfn_64502",NA,"STARR",41.4502747597951,-122.863559508567,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",140,"Irrigation","Single Well","508690",64502,"UCDavis_Well_Review_2013",NA
"297",NA,"WCRfn_64504",NA,"NASUS RANCH",41.5769231502652,-122.864673152355,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",105,"Irrigation","Single Well","508692",64504,"UCDavis_Well_Review_2013",NA
"298",NA,"WCRfn_64520",NA,"DEWS",41.585358989701,-122.960632179018,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",165,"Irrigation","Single Well","508713",64520,"UCDavis_Well_Review_2013",NA
"299",NA,"WCRfn_64540",NA,"BRYAN",41.4999949975395,-122.841676880217,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","508737",64540,"UCDavis_Well_Review_2013",NA
"300",NA,"WCRfn_64541",NA,"DOWLING",41.5009307333953,-122.830824344142,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",190,"Irrigation","Single Well","508738",64541,"UCDavis_Well_Review_2013",NA
"301",NA,"WCRfn_64543",NA,"HALE",41.5053946176405,-122.885694900718,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",170,"Irrigation","Single Well","508740",64543,"UCDavis_Well_Review_2013",NA
"302",NA,"WCRfn_64546",NA,"DOLCINI",41.6086917474501,-122.896511026435,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",158,"Irrigation","Single Well","508743",64546,"UCDavis_Well_Review_2013",NA
"303",NA,"WCRfn_64718",NA,"MASON, FRANCIS",41.6239570097338,-122.883530613957,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",135,"Irrigation","Single Well","553349",64718,"UCDavis_Well_Review_2013",NA
"304",NA,"WCRfn_64720",NA,"7D RANCH/MENNE",41.6334245819756,-122.913840527345,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",105,"Irrigation","Single Well","553351",64720,"UCDavis_Well_Review_2013",NA
"305",NA,"WCRfn_64723",NA,"NOAH",41.5541102115909,-122.834554051033,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",135,"Irrigation","Single Well","553354",64723,"UCDavis_Well_Review_2013",NA
"306",NA,"WCRfn_64725",NA,"SCRANTON",41.451025605311,-122.867626745455,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","553356",64725,"UCDavis_Well_Review_2013",NA
"307",NA,"WCRfn_64727",NA,"LOGSTON",41.5457325813424,-122.903995656254,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","553358",64727,"UCDavis_Well_Review_2013",NA
"308",NA,"WCRfn_64732",NA,"SCHOONMAKER",41.5393323392575,-122.917644723388,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","553363",64732,"UCDavis_Well_Review_2013",NA
"309",NA,"WCRfn_64734",NA,"BARNES, RICK",41.5503923855201,-122.89136196903,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","553365",64734,"UCDavis_Well_Review_2013",NA
"310",NA,"WCRfn_64746",NA,"SCHUCK",41.5922414046524,-122.841257191389,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","553378",64746,"UCDavis_Well_Review_2013",NA
"311",NA,"WCRfn_64761",NA,"O'BRIEN",41.5417454328461,-122.857351887984,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",172,"Irrigation","Single Well","553593",64761,"UCDavis_Well_Review_2013",NA
"312",NA,"WCRfn_64762",NA,"NOAH",41.5540834920944,-122.829580340529,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",185,"Irrigation","Single Well","553594",64762,"UCDavis_Well_Review_2013",NA
"313",NA,"WCRfn_64789",NA,"FINLEY",41.6225356518003,-122.797495899793,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","555009",64789,"UCDavis_Well_Review_2013",NA
"314",NA,"WCRfn_65064",NA,"ALDRICH",41.6209599508857,-122.79062340459,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",110,"Irrigation","Single Well","728657",65064,"UCDavis_Well_Review_2013",NA
"315",NA,"WCRfn_65358",NA,"DRAUS",41.6265264394816,-122.828587671515,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",180,"Irrigation","Single Well","563225",65358,"UCDavis_Well_Review_2013",NA
"316",NA,"WCRfn_65367",NA,"HAYDEN BROS RANCH",41.5881414237889,-122.969808707551,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",220,"Irrigation","Single Well","563235",65367,"UCDavis_Well_Review_2013",NA
"317",NA,"WCRfn_65628",NA,"OBRICAT",41.6214189122196,-122.784312227777,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","750446",65628,"UCDavis_Well_Review_2013",NA
"318",NA,"WCRfn_65629",NA,"FARNAM",41.5130917863623,-122.895295125671,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",115,"Irrigation","Single Well","750447",65629,"UCDavis_Well_Review_2013",NA
"319",NA,"WCRfn_65644",NA,"HALE",41.5019299293595,-122.89488176453,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",150,"Irrigation","Single Well","750462",65644,"UCDavis_Well_Review_2013",NA
"320",NA,"WCRfn_65649",NA,"FINLEY",41.6029430409536,-122.855156959573,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",90,"Irrigation","Single Well","750468",65649,"UCDavis_Well_Review_2013",NA
"321",NA,"WCRfn_65650",NA,"PALMER",41.5383827328997,-122.923038221939,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","750469",65650,"UCDavis_Well_Review_2013",NA
"322",NA,"WCRfn_65654",NA,"DIXON",41.5628173544116,-122.796387094645,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",155,"Irrigation","Single Well","750473",65654,"UCDavis_Well_Review_2013",NA
"323",NA,"WCRfn_65655",NA,"RITOLA",41.6255656854023,-122.805526018733,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",85,"Irrigation","Single Well","750474",65655,"UCDavis_Well_Review_2013",NA
"324",NA,"WCRfn_65841",NA,"HURLIMANN",41.5197184980337,-122.851545465116,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","755915",65841,"UCDavis_Well_Review_2013",NA
"325",NA,"WCRfn_65843",NA,"POOLE",41.4458041170491,-122.868252808589,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",118,"Irrigation","Single Well","755917",65843,"UCDavis_Well_Review_2013",NA
"326",NA,"WCRfn_65856",NA,"MENNE",41.6286679166136,-122.90799241437,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","755930",65856,"UCDavis_Well_Review_2013",NA
"327",NA,"WCRfn_66111",NA,"WHIPPLE",41.4685797534704,-122.843943908303,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",100,"Irrigation","Single Well","784275",66111,"UCDavis_Well_Review_2013",NA
"328",NA,"WCRfn_66124",NA,"PETKUS",41.6376480774839,-122.882462601574,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",171,"Irrigation","Single Well","784292",66124,"UCDavis_Well_Review_2013",NA
"329",NA,"WCRfn_66125",NA,"PETKUS",41.6378371200087,-122.879113870674,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",171,"Irrigation","Single Well","784292",66125,"UCDavis_Well_Review_2013",NA
"330",NA,"WCRfn_66135",NA,"TOBIAS",41.4129522784979,-122.847813422958,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",85,"Irrigation","Single Well","784300",66135,"UCDavis_Well_Review_2013",NA
"331",NA,"WCRfn_66136",NA,"TOBIAS",41.4170610877165,-122.848564279799,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",85,"Irrigation","Single Well","784300",66136,"UCDavis_Well_Review_2013",NA
"332",NA,"WCRfn_66149",NA,"DEWS",41.5824196886617,-122.96297714264,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",110,"Irrigation","Single Well","784311",66149,"UCDavis_Well_Review_2013",NA
"333",NA,"WCRfn_66164",NA,"MURPHY",41.4553570857035,-122.857475948784,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",210,"Irrigation","Single Well","784336",66164,"UCDavis_Well_Review_2013",NA
"334",NA,"WCRfn_66168",NA,"CHENOWETH",41.4477593544628,-122.868385570902,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",260,"Irrigation","Single Well","784369",66168,"UCDavis_Well_Review_2013",NA
"335",NA,"WCRfn_80086",NA,"SHARPS GULCH RANCH",41.541856542342,-122.839227110231,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",146,"Irrigation","Single Well","1087981",80086,"UCDavis_Well_Review_2013",NA
"336",NA,"WCRfn_80100",NA,"STEVE LYLES",41.5902595772706,-122.975883540236,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",120,"Irrigation","Single Well","1087543",80100,"UCDavis_Well_Review_2013",NA
"337",NA,"WCRfn_81354",NA,"DAVE BLACK",41.5267376110709,-122.846509134521,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",150,"Irrigation","Single Well","784335",81354,"UCDavis_Well_Review_2013",NA
"338",NA,"WCRfn_82050",NA,"WHITMAN",41.5463470864538,-122.835221419263,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",140,"Irrigation","Single Well","1087537",82050,"UCDavis_Well_Review_2013",NA
"339",NA,"WCRfn_83454",NA,"PIERSALL",41.5751793047988,-122.836256643946,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",180,"Irrigation","Single Well","563204",83454,"UCDavis_Well_Review_2013",NA
"340",NA,"WCRfn_83455",NA,"JENNER FAMILY LTD PARTNERSHIP",41.5268733583772,-122.855363541822,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",224,"Irrigation","Single Well","1077524",83455,"UCDavis_Well_Review_2013",NA
"341",NA,"WCRfn_83495",NA,"FINALY RANCH",41.5788743616627,-122.857042892383,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",160,"Irrigation","Single Well","1087551",83495,"UCDavis_Well_Review_2013",NA
"342",NA,"WCRfn_83497",NA,"HILL",41.5669531792073,-122.872946256559,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",200,"Irrigation","Single Well","1074456",83497,"UCDavis_Well_Review_2013",NA
"343",NA,"WCRfn_83762",NA,"HAYDEN",41.5927602647316,-122.970430478847,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",60,"Irrigation","Single Well","1087587",83762,"UCDavis_Well_Review_2013",NA
"344",NA,"WCRfn_83776",NA,"JENNER",41.503727914253,-122.846295982748,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",200,"Irrigation","Single Well","1077523",83776,"UCDavis_Well_Review_2013",NA
"345",NA,"WCRfn_83801",NA,"BLACK",41.576769698048,-122.792794754274,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",130,"Irrigation","Single Well","1087564",83801,"UCDavis_Well_Review_2013",NA
"346",NA,"WCRfn_83808",NA,"DOLCINI",41.6122149314029,-122.903646542421,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",80,"Irrigation","Single Well","1087585",83808,"UCDavis_Well_Review_2013",NA
"347",NA,"WCRfn_83811",NA,"GUNN",41.5736809057953,-122.945247052816,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",240,"Irrigation","Single Well","1087588",83811,"UCDavis_Well_Review_2013",NA
"348",NA,"WCRfn_83817",NA,"MURPHY",41.4601863539212,-122.850019430109,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",140,"Irrigation","Single Well","1087582",83817,"UCDavis_Well_Review_2013",NA
"349",NA,"MORRIS_1",NA,"HANNA",41.4831156031748,-122.828290670493,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",0,"Irrigation","Single Well","0",0,"UCDavis_Well_Review_2013",NA
"350",NA,"HANNA_1",NA,"HANNA",41.5636330550422,-122.841601409827,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",0,"Irrigation","Single Well","0",0,"UCDavis_Well_Review_2013",NA
"351",NA,"HANNA_2",NA,"MORRIS",41.499733535704,-122.848874972313,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",0,"Irrigation","Single Well","0",0,"UCDavis_Well_Review_2013",NA
"352",NA,"A2",NA,"A2",41.4745671880388,-122.834014877145,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"353",NA,"A4",NA,"A4",41.6210486335598,-122.782167669652,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"354",NA,"A41",NA,"A41",41.5039924091237,-122.8928798108,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"355",NA,"B3",NA,"B3",41.5534308813256,-122.889512627615,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"356",NA,"B9",NA,"B9",41.5215606725044,-122.919602176502,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"357",NA,"C11",NA,"C11",41.5786345671351,-122.837371453173,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
"358",NA,"C12",NA,"C12",41.487588172845,-122.858071613757,"UCDavis_Well_Review_2013","Unknown","1-005","Scott River Valley","Siskiyou",NA,NA,"Single Well",NA,NA,"UCDavis_Well_Review_2013",NA
